"","X","STATE_NAME","STATE_ABBREVIATION","COUNTY_NAME","COUNTY_FIPS_CODE","STUDYYEAR","EMR_16","FEMR_16","MEMR_16","EMR_20to64","FEMR_20to64","MEMR_20to64","UNR_16","FUNR_16","MUNR_16","UNR_20to64","FUNR_20to64","MUNR_20to64","FLFPR_20to64","FLFPR_20to64_UNDER6","FLFPR_20to64_6to17","FLFPR_20to64_UNDER6_6to17","MLFPR_20to64","PR_F","PR_P","MHI","MFI","MFI_2022","ME","FME","MME","MHI_2022","ME_2022","FME_2022","MME_2022","TOTALPOP","ONERACE","ONERACE_W","ONERACE_B","ONERACE_I","ONERACE_A","ONERACE_H","ONERACE_OTHER","TWORACES","HISPANIC","HOUSEHOLDS","H_UNDER6_BOTHWORK","H_UNDER6_FWORK","H_UNDER6_MWORK","H_UNDER6_SINGLEM","H_6to17_BOTHWORK","H_6to17_FWORK","H_6to17_MWORK","H_6to17_SINGLEM","EMP_M","MEMP_M","FEMP_M","EMP_SERVICE","MEMP_SERVICE","FEMP_SERVICE","EMP_SALES","MEMP_SALES","FEMP_SALES","EMP_N","MEMP_N","FEMP_N","EMP_P","MEMP_P","FEMP_P","iEMR_16","iFEMR_16","iMEMR_16","iEMR_20to64","iFEMR_20to64","iMEMR_20to64","iUNR_16","iFUNR_16","iMUNR_16","iUNR_20to64","iFUNR_20to64","iMUNR_20to64","iFLFPR_20to64","iFLFPR_20to64_UNDER6","iFLFPR_20to64_6to17","iFLFPR_20to64_UNDER6_6to17","iMLFPR_20to64","iPR_F","iPR_P","iMHI","iMFI","iME","iFME","iMME","iMHI_2022","iMFI_2022","iME_2022","iFME_2022","iMME_2022","iTOTALPOP","iONERACE","iONERACE_W","iONERACE_B","iONERACE_I","iONERACE_A","iONERACE_H","iONERACE_OTHER","iTWORACES","iHISPANIC","iHOUSEHOLDS","iH_UNDER6_BOTHWORK","iH_UNDER6_FWORK","iH_UNDER6_MWORK","iH_UNDER6_SINGLEM","iH_6to17_BOTHWORK","iH_6to17_FWORK","iH_6to17_MWORK","iH_6to17_SINGLEM","iEMP_M","iMEMP_M","iFEMP_M","iEMP_SERVICE","iMEMP_SERVICE","iFEMP_SERVICE","iEMP_SALES","iMEMP_SALES","iFEMP_SALES","iEMP_N","iMEMP_N","iFEMP_N","iEMP_P","iMEMP_P","iFEMP_P","MCBto5","MC6to11","MC12to17","MC18to23","MC24to29","MC30to35","MC36to41","MC42to47","MC48to53","MC54toSA","MCSA","MFCCBto5","MFCC6to11","MFCC12to17","MFCC18to23","MFCC24to29","MFCC30to35","MFCC36to41","MFCC42to47","MFCC48to53","MFCC54toSA","MFCCSA","X_75CBto5","X_75C6to11","X_75C12to17","X_75C18to23","X_75C24to29","X_75C30to35","X_75C36to41","X_75C42to47","X_75C48to53","X_75C54toSA","X_75CSA","X_75FCCBto5","X_75FCC6to11","X_75FCC12to17","X_75FCC18to23","X_75FCC24to29","X_75FCC30to35","X_75FCC36to41","X_75FCC42to47","X_75FCC48to53","X_75FCC54toSA","X_75FCCSA","iMCBto5","iMC6to11","iMC12to17","iMC18to23","iMC24to29","iMC30to35","iMC36to41","iMC42to47","iMC48to53","iMC54toSA","iMCSA","iMFCCBto5","iMFCC6to11","iMFCC12to17","iMFCC18to23","iMFCC24to29","iMFCC30to35","iMFCC36to41","iMFCC42to47","iMFCC48to53","iMFCC54toSA","iMFCCSA","i_75CBto5","i_75C6to11","i_75C12to17","i_75C18to23","i_75C24to29","i_75C30to35","i_75C36to41","i_75C42to47","i_75C48to53","i_75C54toSA","i_75CSA","i_75FCCBto5","i_75FCC6to11","i_75FCC12to17","i_75FCC18to23","i_75FCC24to29","i_75FCC30to35","i_75FCC36to41","i_75FCC42to47","i_75FCC48to53","i_75FCC54toSA","i_75FCCSA","MCINFANT","MCInfant_flag","MCTODDLER","MCToddler_flag","MCPRESCHOOL","MCPreschool_flag","X_75CINFANT","X_75CInfant_flag","X_75CTODDLER","X_75CToddler_flag","X_75CPRESCHOOL","X_75CPreschool_flag","MFCCINFANT","MFCCInfant_flag","MFCCTODDLER","MFCCToddler_flag","MFCCPRESCHOOL","MFCCPreschool_flag","X_75FCCINFANT","X_75FCCInfant_flag","X_75FCCTODDLER","X_75FCCToddler_flag","X_75FCCPRESCHOOL","X_75FCCPreschool_flag","STATE_FIPS","EMR_16_STATE","FEMR_16_STATE","MEMR_16_STATE","EMR_20to64_STATE","FEMR_20to64_STATE","MEMR_20to64_STATE","UNR_16_STATE","FUNR_16_STATE","MUNR_16_STATE","UNR_20to64_STATE","FUNR_20to64_STATE","MUNR_20to64_STATE","FLFPR_20to64_STATE","FLFPR_20to64_UNDER6_STATE","FLFPR_20to64_6to17_STATE","FLFPR_20to64_UNDER6_6to17_STATE","MLFPR_20to64_STATE","PR_F_STATE","PR_P_STATE","MHI_STATE","MFI_STATE","MFI_2022_STATE","ME_STATE","FME_STATE","MME_STATE","MHI_2022_STATE","ME_2022_STATE","FME_2022_STATE","MME_2022_STATE","TOTALPOP_STATE","ONERACE_STATE","ONERACE_W_STATE","ONERACE_B_STATE","ONERACE_I_STATE","ONERACE_A_STATE","ONERACE_H_STATE","ONERACE_OTHER_STATE","TWORACES_STATE","HISPANIC_STATE","HOUSEHOLDS_STATE","H_UNDER6_BOTHWORK_STATE","H_UNDER6_FWORK_STATE","H_UNDER6_MWORK_STATE","H_UNDER6_SINGLEM_STATE","H_6to17_BOTHWORK_STATE","H_6to17_FWORK_STATE","H_6to17_MWORK_STATE","H_6to17_SINGLEM_STATE","EMP_M_STATE","MEMP_M_STATE","FEMP_M_STATE","EMP_SERVICE_STATE","MEMP_SERVICE_STATE","FEMP_SERVICE_STATE","EMP_SALES_STATE","MEMP_SALES_STATE","FEMP_SALES_STATE","EMP_N_STATE","MEMP_N_STATE","FEMP_N_STATE","EMP_P_STATE","MEMP_P_STATE","FEMP_P_STATE","iEMR_16_STATE","iFEMR_16_STATE","iMEMR_16_STATE","iEMR_20to64_STATE","iFEMR_20to64_STATE","iMEMR_20to64_STATE","iUNR_16_STATE","iFUNR_16_STATE","iMUNR_16_STATE","iUNR_20to64_STATE","iFUNR_20to64_STATE","iMUNR_20to64_STATE","iFLFPR_20to64_STATE","iFLFPR_20to64_Under6_STATE","iFLFPR_20to64_6to17_STATE","iFLFPR_20to64_Under6_6to17_STATE","iMLFPR_20to64_STATE","iPR_F_STATE","iPR_P_STATE","iMHI_STATE","iMFI_STATE","iME_STATE","iFME_STATE","iMME_STATE","iMHI_2022_STATE","iMFI_2022_STATE","iME_2022_STATE","iFME_2022_STATE","iMME_2022_STATE","iTOTALPOP_STATE","iONERACE_STATE","iONERACE_W_STATE","iONERACE_B_STATE","iONERACE_I_STATE","iONERACE_A_STATE","iONERACE_H_STATE","iONERACE_OTHER_STATE","iTWORACES_STATE","iHISPANIC_STATE","iHOUSEHOLDS_STATE","iH_UNDER6_BOTHWORK_STATE","iH_UNDER6_FWORK_STATE","iH_UNDER6_MWORK_STATE","iH_UNDER6_SINGLEM_STATE","iH_6to17_BOTHWORK_STATE","iH_6to17_FWORK_STATE","iH_6to17_MWORK_STATE","iH_6to17_SINGLEM_STATE","iEMP_M_STATE","iMEMP_M_STATE","iFEMP_M_STATE","iEMP_SERVICE_STATE","iMEMP_SERVICE_STATE","iFEMP_SERVICE_STATE","iEMP_SALES_STATE","iMEMP_SALES_STATE","iFEMP_SALES_STATE","iEMP_N_STATE","iMEMP_N_STATE","iFEMP_N_STATE","iEMP_P_STATE","iMEMP_P_STATE","iFEMP_P_STATE","POPPCT_URB","Urban"
"720",720,"Virginia","VA","King and Queen County",51097,2022,58.7,51.1,66.2,72.3,65.7,78.1,5.7,8.1,3.7,6.1,8.3,4.3,71.7,76.2,81.7,93.9,81.7,11,19.9,70147,93558,93558,47467,39455,51429,70147,47467,39455,51429,6681,94.6,66.9,24.1,0.4,0,0,3.1,5.4,3.6,2826,130,74,63,104,346,108,9,123,35.6,32.7,39.4,19.6,14.7,26.2,16.6,7.6,28.3,16.7,29.2,0.4,11.4,15.7,5.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209.71,209.71,209.71,190.14,159.48,159.48,146.5,146.5,146.5,146.5,142.1,176.6,176.6,176.6,154.92,152.03,152.03,147.8,147.8,147.8,147.8,128.53,216.59,216.59,216.59,202.71,178.87,178.87,172.74,172.74,172.74,172.74,148.95,221.21,221.21,221.21,194.08,184.84,184.84,176.98,176.98,176.98,176.98,163.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209.71,1,159.48,1,146.5,1,216.59,1,178.87,1,172.74,1,176.6,1,152.03,1,147.8,1,221.21,1,184.84,1,176.98,1,51,61,57.6,64.6,75.2,72.6,77.7,3.6,3.4,3.8,3.3,3.2,3.4,76.2,74,82.5,68.3,84.5,7.4,10.6,85873,107101,107101,48178,40560,55333,85873,48178,40560,55333,8683619,90.8,60.2,18.7,0.3,7,0.1,4.5,9.2,10.4,3380607,248871,121393,10241,129878,575344,196795,32133,294895,49.1,45.8,52.7,15,12.5,17.7,18.4,13.6,23.7,7.3,13.4,0.8,10.2,14.8,5.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"721",721,"Virginia","VA","King George County",51099,2008,60.8,58.2,63.6,72.4,70.7,74.2,4,5.3,2.7,3,4.2,1.8,75.4,67.3,83.5,53.3,88,3.6,5,76975,87253,117792,38318,29644,46275,103916,51729,40019,62471,22419,95.7,76.9,17,0.2,1.2,0,0.4,4.3,3.1,7955,800,805,0,376,1658,961,35,796,41.8,41.6,42.1,13.4,10,16.9,24.9,11.9,38.3,11.3,22.2,0,8.6,14.4,2.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,62.9,59,67.1,74.5,71.4,77.6,4.9,4.9,5,4.3,4.3,4.2,74.6,71.3,72.1,83.1,81,7.3,10.2,61233,73192,98809,32591,26607,40012,82665,43998,35919,54016,7769089,97.9,70.8,19.6,0.3,4.8,0.1,2.3,2.1,6.8,2961083,252781,149075,8908,135200,539328,219442,22301,274479,40.4,38.2,42.7,15.8,12.7,19,23.8,15.8,32.4,9.7,17.9,0.8,10.4,15.4,5.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"722",722,"Virginia","VA","King George County",51099,2009,43.5,40.8,47.3,61.1,56.4,67.5,5,6.7,3.2,4.1,5.7,2.5,74,65.5,82.1,52.4,88.6,4.7,6.4,73941,38168,52290,37456,29694,43869,101299,51315,40681,60101,22286,96.6,77.6,17.2,0.5,1,0,0.3,3.4,3.2,7934,681,664,20,411,1770,990,27,835,43.1,43,43.3,14.5,11.3,17.8,20.6,8.9,33.1,12,22.3,0.9,9.8,14.4,4.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175,175,175,169,145,145,145,145,145,145,143.5,142.5,142.5,142.5,130,125,125,125,125,125,125,113.5,192.5,192.5,192.5,194,152.5,152.5,152.5,152.5,152.5,152.5,148.45,164.5,164.5,164.5,147.5,135,135,135,135,135,135,128.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175,2,145,1,145,1,192.5,2,152.5,1,152.5,1,142.5,2,125,1,125,1,164.5,2,135,1,135,1,51,60.5,57,64.3,72.3,69.4,73.9,7.4,6.9,7.9,6.6,6.2,7,74,71.3,71.2,82.1,80.9,7.5,10.5,59330,71270,97640,31968,26700,38274,81282,43796,36579,52435,7882590,97.6,70.4,19.6,0.3,5,0.1,2.2,2.4,7.2,2971489,242753,161544,9394,143100,534873,230975,25452,284262,41.5,39.6,43.6,15.8,12.9,18.8,23.7,16.1,31.8,9.3,17.2,1,9.6,14.1,4.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"723",723,"Virginia","VA","King George County",51099,2010,59.8,57.6,62.2,70.6,69.3,71.9,5.6,7.1,4.1,4.6,6.2,3,76.3,72.3,81.1,51.7,88.7,5.1,7.1,76241,87155,118531,35873,29929,43940,103688,48787,40703,59758,22794,96.3,77.7,17,0.4,0.9,0,0.3,3.7,3.6,8194,822,619,29,508,2019,816,34,1005,46.4,45.5,47.4,14.2,12.4,16.2,21.5,10.2,33.3,9.8,19.1,0.1,8.1,12.8,3.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,180,180,180,171,150,150,150,150,150,150,145,145,145,145,130,125,125,125,125,125,125,115,205,205,205,194,161,161,161,161,161,161,150,168,168,168,150,140,140,140,140,140,140,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,2,150,1,150,1,205,2,161,1,161,1,145,2,125,1,125,1,168,2,140,1,140,1,51,59.7,56.8,62.9,71.4,69,73.9,7.9,7.3,8.5,7.3,6.6,7.9,74.6,69.3,70.1,80.8,83.6,7.7,11.1,49406,72476,98567,32527,27072,40326,67192,44237,36818,54843,8024617,97.3,69.5,19.6,0.3,5.5,0.1,2.4,2.7,7.9,2992732,236623,141072,10237,158892,550923,216713,26813,302394,42.1,39.8,44.4,16.2,13.3,19.3,23.4,16.3,30.8,8.7,16.4,0.7,9.6,14.2,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"724",724,"Virginia","VA","King George County",51099,2011,62.3,57.7,67,72.9,69.5,76.1,5.7,6.7,4.8,5,6.3,3.7,75.9,68.8,80.7,51.5,87.7,5.2,6.9,82173,89386,117096,42894,35638,51476,107647,56191,46686,67434,23321,97,77.4,18.2,0.3,0.9,0,0.3,3,3.6,8200,763,663,30,499,2032,1038,46,959,44.3,44.5,44.1,14,10.6,17.9,22.5,11.7,34.7,11.1,20.3,0.6,8.1,12.8,2.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,185,185,185,173,155,155,155,155,155,155,146.5,147.5,147.5,147.5,130,125,125,125,125,125,125,116.5,217.5,217.5,217.5,194,169.5,169.5,169.5,169.5,169.5,169.5,170,171.5,171.5,171.5,152.5,145,145,145,145,145,145,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,185,2,155,1,155,1,217.5,2,169.5,1,169.5,1,147.5,2,125,1,125,1,171.5,2,145,1,145,1,51,59.8,56.2,63.8,71.3,68,74.6,7.6,7.3,7.8,7,6.9,7.1,73.7,69.4,69.7,80.3,83.9,8.2,11.5,61882,74500,97595,32993,27575,40286,81065,43221,36123,52775,8096604,97,69.4,19.5,0.3,5.6,0.1,2.1,3,8,2990650,241012,149253,9233,155026,530803,239222,29802,289812,42.3,39.6,45.2,17,14.5,19.6,22.9,16.4,29.9,8.5,15.6,0.8,9.4,14,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"725",725,"Virginia","VA","King George County",51099,2012,61.4,56.1,66.8,71.6,36.9,76,6.7,7.7,5.7,6,7.5,4.7,74.3,66,80,51.1,87.8,4.6,5.6,82195,93990,121247,42961,36888,51275,106032,55420,47586,66145,23739,97.7,77,19.1,0.2,1,0,0.3,2.3,3.6,8166,797,679,32,435,2057,1103,52,821,45.3,47.4,42.7,14.8,11.5,18.7,23,11.9,35.9,10.7,19.1,0.9,6.3,10.1,1.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,190,190,190,175,160,160,160,160,160,160,148,150,150,150,130,125,125,125,125,125,125,118,230,230,230,194,178,178,178,178,178,178,190,175,175,175,155,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,160,1,160,1,230,2,178,1,178,1,150,2,125,1,125,1,175,2,150,1,150,1,51,60.2,56.9,63.7,72.2,75,69.4,6.9,6.6,7.3,6.3,6.1,6.5,74.6,69,69,79.5,83.7,8.6,11.7,61741,74485,96086,28629,38017,44776,79646,36931,49042,57761,8185867,96.8,69.2,19.3,0.3,5.7,0.1,2.3,3.2,8.4,3038967,179893,158207,9538,113325,431947,226260,31887,226219,41.9,39.5,44.5,16.9,14.1,20,23.1,16.4,30.2,8.5,15.8,0.8,9.6,14.3,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"726",726,"Virginia","VA","King George County",51099,2013,61.5,55.3,67.8,72.1,66.3,77.7,7.3,8.3,6.3,6.3,7.9,5,73.5,61.4,79.4,50.7,88.9,5.8,7.1,81753,90752,115255,42909,36016,51306,103826,54494,45740,65159,24151,97.7,76.9,18.8,0.3,1.1,0.1,0.6,2.3,3.8,8314,677,642,47,504,2159,1022,74,817,44.9,47.4,42,16.2,12.7,20.4,22,11.8,34.2,10.2,17.8,1.1,6.7,10.3,2.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195,195,195,175,160,160,160,160,160,160,148.67,153.33,153.33,153.33,136.67,131.67,131.67,131.67,131.67,131.67,131.67,120.33,235,235,235,191,173.67,173.67,173.67,173.67,173.67,173.67,176.67,178.33,178.33,178.33,161.67,151.67,151.67,151.67,151.67,151.67,151.67,148.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,195,2,160,1,160,1,235,2,173.67,1,173.67,1,153.33,2,131.67,1,131.67,1,178.33,2,151.67,1,151.67,1,51,60.4,56.7,64.3,72.2,68.9,75.6,6.6,6.7,6.6,6.2,6.3,6.1,74.1,68.2,68.6,79.1,83.8,8.4,11.7,62666,75524,95915,33742,27499,40779,79586,42852,34924,51789,8260405,96.7,69.3,19.3,0.2,5.9,0.1,2,3.3,8.6,3055863,231952,152895,8731,157537,547519,222384,28684,299011,42.2,39.6,45.1,17.4,14.7,20.4,22.6,16.5,29.3,8.3,15.4,0.7,9.4,14,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"727",727,"Virginia","VA","King George County",51099,2014,64.2,58.6,69.9,74.5,68.2,80.4,7.3,7.2,7.5,6.5,6.5,6.5,73.5,59.7,78.9,50.4,90.7,4.5,5.8,83071,93893,116427,42756,33695,51070,103008,53017,41782,63327,24577,97.2,76.5,18.4,0.3,1.1,0.1,0.7,2.8,4,8315,699,695,34,344,2289,958,80,816,43.1,44.9,40.9,14.9,11.4,19.1,23.6,13.9,35.3,10.5,18.2,1.3,7.9,11.6,3.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,200,200,175,160,160,160,160,160,160,149.33,156.67,156.67,156.67,143.33,138.33,138.33,138.33,138.33,138.33,138.33,122.67,240,240,240,188,169.33,169.33,169.33,169.33,169.33,169.33,163.33,181.67,181.67,181.67,168.33,153.33,153.33,153.33,153.33,153.33,153.33,146.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,2,160,1,160,1,240,2,169.33,1,169.33,1,156.67,2,138.33,1,138.33,1,181.67,2,153.33,1,153.33,1,51,60.6,57,64.4,73,70.1,76,6.1,5.9,6.2,5.6,5.5,5.7,74.8,69,68.3,78.8,83.8,8.3,11.8,64902,78290,97080,35108,28663,41266,80478,43534,35542,51170,8326289,96.7,68.9,19.2,0.3,6.1,0.1,2.1,3.3,2.8,3083820,247162,145148,8833,143402,538796,239476,30681,297568,42.9,40.5,45.5,17,13.8,20.4,22.1,15.8,28.9,8.4,15.5,0.8,9.6,14.5,4.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"728",728,"Virginia","VA","King George County",51099,2015,63.6,56.8,70.4,74.1,66.1,81.8,7.4,8,6.9,6.5,6.4,6.5,71.1,55.5,77.7,49.6,91.2,4,5.5,81688,90363,112050,41855,30808,52020,101293,51900,38202,64505,24933,96.6,76.6,18,0.1,1.3,0.1,0.5,3.4,4.2,8379,581,871,57,309,2028,1131,99,616,41.5,43.9,38.6,16.3,12.1,21.5,23,13.6,34.5,10.9,18.7,1.3,8.4,11.8,4.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,175,160,160,160,160,160,160,150,160,160,160,150,145,145,145,145,145,145,125,245,245,245,185,165,165,165,165,165,165,150,185,185,185,175,155,155,155,155,155,155,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2,160,1,160,1,245,2,165,1,165,1,160,2,145,1,145,1,185,2,155,1,155,1,51,60.7,57.3,64.3,73.1,70.2,75.9,5.5,5.5,5.5,5.1,5.2,5.1,74.8,71.8,67.4,77.7,83.7,7.8,11.2,66262,80403,99700,35296,42342,54392,82165,43767,52504,67446,8382993,96.5,68.2,19.2,0.3,6.3,0.1,2.4,3.5,9,3106895,243703,140916,10382,151169,540684,224678,30048,301996,43,40.2,45.9,16.8,13.7,20.2,22.1,16.1,28.6,8.5,15.8,0.8,9.6,14.2,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"729",729,"Virginia","VA","King George County",51099,2016,63.5,56.9,70.2,75.4,67.7,82.8,6.5,7.9,5.3,5.6,6.3,5.1,73,56.5,80.4,62.3,90.2,3.9,5.6,84342,93499,115004,41690,29005,53770,103741,51279,35676,66137,25260,95.8,76.8,16.9,0.2,1.2,0.1,0.6,4.2,4.4,8669,629,774,48,406,1966,845,189,754,42.4,43.8,40.7,18.4,14.6,23.2,19.4,11.1,29.5,10.5,18.4,0.8,9.2,12.1,5.7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,200,200,175,160,160,160,160,160,160,150,160,160,160,150,145,145,145,145,145,145,126.67,226.67,226.67,226.67,186.67,163.33,163.33,163.33,163.33,163.33,163.33,150,186.67,186.67,186.67,175,158.33,158.33,158.33,158.33,158.33,158.33,146.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,2,160,1,160,1,226.67,2,163.33,1,163.33,1,160,2,145,1,145,1,186.67,2,158.33,1,158.33,1,51,60.9,57.3,64.6,73.8,70.7,77,5,4.9,5.1,4.6,4.6,4.6,74.8,74.4,78,67.2,84.2,7.6,11,68114,83306,102466,36282,30591,41905,83780,44627,37627,51543,8411808,96.3,67.8,19,0.3,6.3,0.1,2.7,3.7,9,3120692,247496,135187,13947,135887,539822,220386,37253,303826,43.5,40.6,46.6,16.4,13.6,19.5,22.1,15.9,28.8,8.5,15.6,0.8,9.5,14.4,4.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
